"CNVAL-0011_01_01_028","5-6021 Set","","2008-12-29"
"CNVAL-0011_01_01_032","5-6021 Set","","2008-12-29"
"CNVAL-0011_01_01_036","5-6021 Set","","2008-12-29"
"CNVAL-0011_02_01_004","5-6021 Set","","2008-12-29"
"CNVAL-0011_02_01_008","5-6021 Set","","2008-12-29"
"CNVAL-0011_02_01_012","5-6021 Set","","2008-12-29"
"CNVAL-0011_02_01_016","5-6021 Set Light green with pink trims bustier and thong. Sizes: 34B / XL","","2008-12-29"
"CNVAL-0012_01_01_009","5-6550 Set ivory chemise &amp; thong L/S","","2008-12-23"
"CNVAL-0012_01_01_010","5-6550 Set ivory chemise &amp; thong L/M","","2008-12-23"
"CNVAL-0012_01_01_011","5-6550 Set ivory chemise &amp; thong L/L","","2008-12-23"
"CNVAL-0012_01_01_012","5-6550 Set ivory chemise &amp; thong L/XL","","2008-12-23"
"CNVAL-0012_01_01_013","5-6550 Set ivory chemise &amp; thong XL/S","","2008-12-23"
"CNVAL-0012_01_01_014","5-6550 Set ivory chemise &amp; thong XL/M","","2008-12-23"
"CNVAL-0012_01_01_015","5-6550 Set ivory chemise &amp; thong XL/L","","2008-12-23"
"CNVAL-0012_01_01_016","5-6550 Set ivory chemise &amp; thong XL/XL","","2008-12-23"
"CNVAL-0014_01_02_001","Seduction Set","","2008-12-19"
"CNVAL-0014_01_02_002","Seduction Set","","2008-12-19"
"CNVAL-0014_01_02_003","Seduction Set","","2008-12-23"
"CNVAL-0014_01_02_004","Seduction Set","","2008-12-19"
"CNVAL-0014_01_02_005","Seduction Set","","2008-12-19"
"CNVAL-0014_01_02_006","Seduction Set","","2008-12-19"
"CNVAL-0014_01_02_007","Seduction Set","","2008-12-19"
"CNVAL-0014_01_02_008","Seduction Set","","2008-12-19"
"CNVAL-0014_01_02_009","Seduction Set","","2008-12-19"
"CNVAL-0016_01_01_001","A-6027 Set black &amp; red bra &amp; t hong 32B/S","","2009-02-16"
"CNVAL-0016_01_01_004","A-6027 Set black &amp; red bra &amp; t hong 32B/XL","","2009-02-16"
"CNVAL-0016_01_01_005","A-6027 Set black &amp; red bra &amp; t hong 32C/S","","2009-02-16"
"CNVAL-0016_01_01_006","A-6027 Set black &amp; red bra &amp; t hong 32C/M","","2009-02-16"
"CNVAL-0016_01_01_007","A-6027 Set black &amp; red bra &amp; t hong 32C/L","","2009-02-16"
"CNVAL-0016_01_01_008","A-6027 Set black &amp; red bra &amp; t hong 32C/XL","","2009-02-16"
"CNVAL-0016_01_01_009","A-6027 Set black &amp; red bra &amp; t hong 32D/S","","2009-02-16"
"CNVAL-0016_01_01_012","A-6027 Set black &amp; red bra &amp; t hong 32D/XL","","2009-02-16"
"CNVAL-0016_01_01_013","A-6027 Set black w/ red flowers 34B/S","","2009-02-16"
"CNVAL-0016_01_01_016","A-6027 Set black w/ red flowers 34B/XL","","2009-02-16"
"CNVAL-0016_01_01_017","A-6027 Set black w/ red flowers 34C/S","","2009-02-16"
"CNVAL-0016_01_01_020","A-6027 Set black w/ red flowers 34C/XL","","2009-02-16"
"CNVAL-0016_01_01_021","A-6027 Set black w/ red flowers 34D/S","","2009-02-16"
"CNVAL-0016_01_01_024","A-6027 Set black w/ red flowers 34D/XL","","2009-02-16"
"CNVAL-0016_01_01_025","A-6027 Set black w/ red flowers 36B/S","","2009-02-16"
"CNVAL-0016_01_01_028","A-6027 Set black w/ red flowers 36B/XL","","2009-02-16"
"CNVAL-0016_01_01_029","A-6027 Set black w/ red flowers 36C/S","","2009-02-16"
"CNVAL-0016_01_01_032","A-6027 Set black w/ red flowers 36C/XL","","2009-02-16"
"CNVAL-0016_01_01_033","A-6027 Set black w/ red flowers 36D/S","","2009-02-16"
"CNVAL-0016_01_01_034","A-6027 Set black w/ red flowers 36D/M","","2009-02-16"
"CNVAL-0016_01_01_035","A-6027 Set black w/ red flowers 36D/L","","2009-02-16"
"CNVAL-0016_01_01_036","A-6027 Set black w/ red flowers 36D/XL","","2009-02-16"
"CNVAL-0016_01_02_001","A-6027 Set white w/ pale blue flowers 32B/S","","2009-02-16"
"CNVAL-0016_01_02_002","A-6027 Set white w/ pale blue flowers 32B/M","","2009-02-16"
"CNVAL-0016_01_02_003","A-6027 Set white w/ pale blue flowers 32B/L","","2009-02-16"
"CNVAL-0016_01_02_004","A-6027 Set white w/ pale blue flowers 32B/XL","","2009-02-16"
"CNVAL-0016_01_02_005","A-6027 Set white w/ pale blue flowers 32C/S","","2009-02-16"
"CNVAL-0016_01_02_006","A-6027 Set white w/ pale blue flowers 32C/M","","2009-02-16"
"CNVAL-0016_01_02_007","A-6027 Set white w/ pale blue flowers 32C/L","","2009-02-16"
"CNVAL-0016_01_02_008","A-6027 Set white w/ pale blue flowers 32C/XL","","2009-02-16"
"CNVAL-0016_01_02_009","A-6027 Set white w/ pale blue flowers 32D/S","","2009-02-16"
"CNVAL-0016_01_02_010","A-6027 Set white w/ pale blue flowers 32D/M","","2009-02-16"
"CNVAL-0016_01_02_012","A-6027 Set white w/ pale blue flowers 32D/XL","","2009-02-16"
"CNVAL-0016_01_02_013","A-6027 Set white w/ pale blue flowers 34B/S","","2009-02-16"
"CNVAL-0016_01_02_016","A-6027 Set white w/ pale blue flowers 34B/XL","","2009-02-16"
"CNVAL-0016_01_02_017","A-6027 Set white w/ pale blue flowers 34C/S","","2009-02-16"
"CNVAL-0016_01_02_020","A-6027 Set white w/ pale blue flowers 34C/XL","","2009-02-16"
"CNVAL-0016_01_02_021","A-6027 Set white w/ pale blue flowers 34D/S","","2009-02-16"
"CNVAL-0016_01_02_024","A-6027 Set white w/ pale blue flowers 34D/XL","","2009-02-16"
"CNVAL-0016_01_02_028","A-6027 Set white w/ pale blue flowers 36B/XL","","2009-02-16"
"CNVAL-0016_01_02_032","A-6027 Set white w/ pale blue flowers 36C/XL","","2009-02-16"
"CNVAL-0016_01_02_033","A-6027 Set white w/ pale blue flowers 36D/S","","2009-02-16"
"CNVAL-0016_01_02_034","A-6027 Set white w/ pale blue flowers 36D/M","","2009-02-16"
"CNVAL-0016_01_02_035","A-6027 Set white w/ pale blue flowers 36D/L","","2009-02-16"
"CNVAL-0016_01_02_036","A-6027 Set white w/ pale blue flowers 36D/XL","","2009-02-16"
"CNVAL-0019_01_01_001","Equivoque Babydoll black w/red bows S/S","","2009-02-16"
"CNVAL-0019_01_01_002","Equivoque Babydoll black w/red bows S/XL","","2009-02-16"
"CNVAL-0019_01_01_003","Equivoque Babydoll black w/red bows S/L","","2009-02-16"
"CNVAL-0019_01_01_004","Equivoque Babydoll black w/red bows S/XL","","2009-02-16"
"CNVAL-0019_01_01_005","Equivoque Babydoll black w/red bows M/S","","2009-02-16"
"CNVAL-0019_01_01_009","Equivoque Babydoll black w/red bows L/S","","2009-02-16"
"CNVAL-0019_02_01_001","Equivoque Set black  bustier &amp;thong 32B/S","","2009-02-16"
"CNVAL-0019_02_01_005","Equivoque Set black  bustier &amp;thong 32C/S","","2009-02-16"
"CNVAL-0019_02_01_009","Equivoque Set black  bustier &amp;thong 32D/S","","2009-02-16"
"CNVAL-0019_02_01_013","Equivoque Set black  bustier &amp;thong 34B/S","","2009-02-16"
"CNVAL-0019_02_01_016","Equivoque Set black  bustier &amp;thong 32B/S","","2009-02-16"
"CNVAL-0019_02_01_017","Equivoque Set black  bustier &amp;thong 34C/S","","2009-02-16"
"CNVAL-0019_02_01_021","Equivoque Set black  bustier &amp;thong 34D/S","","2009-02-16"
"CNVAL-0019_02_01_025","Equivoque Set black w/ red bows bustier  36B/S","","2009-02-16"
"CNVAL-0019_02_01_029","Equivoque Set black w/ red bows bustier  36C/S","","2009-02-16"
"CNVAL-0019_02_01_033","Equivoque Set black w/ red bows bustier  36D/S","","2009-02-16"
"CNVAL-0019_02_01_037","Equivoque Set black w/ red bows bustier  38C/S","","2009-02-16"
"CNVAL-0019_02_01_041","Equivoque Set black w/ red bows bustier  38D/S","","2009-02-16"
"CNVAX-l-30","classic rivet - Large","","2009-02-27"
"CNVAX-l-31","classic rivet - Small","","2009-02-27"
"CNVAX-l-62","classic rivet - Large","","2009-02-27"
"CNVAX-l-63","classic rivet - Small","","2009-02-27"
"CNVBN-bi-01028","Blush Novelties - Bunny Ring - Vibrating Cock","","2009-05-29"
"CNVBN-bw-03785-0502","Eve's Rabbit","","2009-10-28"
"CNVBN-BW-66003","velvet","","2009-09-29"
"CNVBN-god2","God-Male Enhancement Supplement","","2009-10-28"
"CNVBW24","Liberator Black Label - Wedge - 24 inch","","2008-08-22"
"CNVBW30","Liberator Black Label - Wedge - 30 inch","","2008-08-20"
"CNVBWR24","Liberator Black Label - Combo - 24 inch","","2008-08-20"
"CNVBWR30","Liberator Black Label - Combo - 30 inch","","2008-08-20"
"CNVCE-11002-100","Kimono Colors  100 pk.","","2008-08-19"
"CNVCE-11002-1000","Kimono Colors  1000 pk. Full Case","","2008-08-19"
"CNVCE-11002-12","Kimono Colors  12 pk.","","2008-08-19"
"CNVCE-11002-24","Kimono Colors  24 pk.","","2008-08-19"
"CNVCE-11002-250","Kimono Colors  250 pk.","","2008-08-19"
"CNVCE-11002-36","Kimono Colors  36 pk.","","2008-08-19"
"CNVCE-11002-48","Kimono Colors  48 pk.","","2008-08-19"
"CNVCE-11002-500","Kimono Colors  500 pk.","","2008-08-19"
"CNVCE-4593-100","Contempo Rough Rider Nuda Ultra Thin  100 pk.","","2008-10-02"
"CNVCE-4593-1000","Contempo Rough Rider Nuda Ultra Thin  1000 pk","","2008-10-02"
"CNVCE-4593-12","Contempo Rough Rider Nuda Ultra Thin  12 pk.","","2008-10-02"
"CNVCE-4593-24","Contempo Rough Rider Nuda Ultra Thin  24 pk.","","2008-10-02"
"CNVCE-4593-250","Contempo Rough Rider Nuda Ultra Thin  250 pk.","","2008-10-02"
"CNVCE-4593-36","Contempo Rough Rider Nuda Ultra Thin  36 pk.","","2008-10-02"
"CNVCE-4593-48","Contempo Rough Rider Nuda Ultra Thin  48 pk.","","2008-10-02"
"CNVCE-4593-500","Contempo Rough Rider Nuda Ultra Thin  500 pk.","","2008-10-02"
"CNVCE-7167-100"," Durex  Ultimate Feeling  100 pk.","","2008-09-23"
"CNVCE-7167-1000"," Durex  Ultimate Feeling 1000 pk.","","2008-09-23"
"CNVCE-7167-12"," Durex  Ultimate Feeling  12 pk.","","2008-09-23"
"CNVCE-7167-24"," Durex  Ultimate Feeling  24 pk.","","2008-09-23"
"CNVCE-7167-250"," Durex  Ultimate Feeling 250 pk","","2008-09-23"
"CNVCE-7167-36"," Durex  Ultimate Feeling  36 pk.","","2008-09-23"
"CNVCE-7167-48"," Durex  Ultimate Feeling  48 pk.","","2008-09-23"
"CNVCE-7167-500"," Durex  Ultimate Feeling  500 pk.","","2008-09-23"
"CNVCE-789-100"," Your Tube  100 pk.","","2000-01-01"
"CNVCE-789-1000"," Your Tube 1000 pk. Full Case","","2000-01-01"
"CNVCE-789-12"," Your Tube  12 pk.","","2000-01-01"
"CNVCE-789-24"," Your Tube  24 pk.","","2000-01-01"
"CNVCE-789-250"," Your Tube  250 pk","","2000-01-01"
"CNVCE-789-36"," Your Tube  36 pk.","","2000-01-01"
"CNVCE-789-48"," Your Tube  48 pk.","","2000-01-01"
"CNVCE-789-500"," Your Tube  500 pk.","","2000-01-01"
"CNVCE-790-100"," Dolphin  100 pk.","","2000-01-01"
"CNVCE-790-1000"," Dolphin 1000 pk. Full Case","","2000-01-01"
"CNVCE-790-12"," Dolphin  12 pk.","","2000-01-01"
"CNVCE-790-24"," Dolphin  24 pk.","","2000-01-01"
"CNVCE-790-250"," Dolphin  250 pk","","2000-01-01"
"CNVCE-790-36"," Dolphin  36 pk.","","2000-01-01"
"CNVCE-790-48"," Dolphin  48 pk.","","2000-01-01"
"CNVCE-790-500"," Dolphin  500 pk.","","2000-01-01"
"CNVCE-lbso","Trustex Oral Dam Strawberry","","2008-08-07"
"CNVCSS-BLUE","Liberator Esse - Blue","","2008-09-16"
"CNVEF-EAPP14002","Pleasure Plus 12s","","2000-01-01"
"CNVEF-EATJ58527","Trojan Value Pack","","2009-11-04"
"CNVEF-ECHOC3003","Strip Chocolate Checkers","","2000-01-01"
"CNVEF-ECHOC3005","Chocolate Voodoo Doll - Dark","","2000-01-01"
"CNVEF-ECHOC3016","Chocolate Lover Girl","","2000-01-01"
"CNVEF-ECHOC3017","Chocolate Lover Boy","","2000-01-01"
"CNVEF-ECJDHD12","Hard Pills 12 Count Bottle","","2009-11-04"
"CNVEF-ECLC065","Striptease Rose","","2009-08-02"
"CNVEF-ECLC070","Enchanted Evening","","2000-01-01"
"CNVEF-ECLC073","Naughty Weekender","","2009-09-02"
"CNVEF-ECLC075","Vibrafun Crop - Purple","","2009-10-01"
"CNVEF-ECLC077","Straw and Roses Gift Set","","2009-09-02"
"CNVEF-ECLC078","Choco and Roses Gift Set","","2009-09-02"
"CNVEF-ECLC118","Bliss Vibrator # 8 - Fuchsia","","2009-10-28"
"CNVEF-EDJ-0213-01-3","Destroyer No Wire 12 X 2","","2009-09-11"
"CNVEF-EDJ-0255-10-2","Softee Pastel Dong Peach","","2009-10-21"
"CNVEF-EDJ-0263-01-2","Classic Dong White","","2009-10-21"
"CNVEF-EDJ-0278-05-2","Blush 7  ballsy Ur3","","2009-10-21"
"CNVEF-EDJ-0279-06-2","Raging Hard On 18double Dong","","2009-10-21"
"CNVEF-EDJ-0279-07-2","Raging Hard On Butt Plug Med.","","2000-01-01"
"CNVEF-EDJ-0280-01-2","Pretty and Pink Anal Plug","","2009-10-22"
"CNVEF-EDJ-0280-02-2","Pretty and Pink Ass Master","","2009-10-21"
"CNVEF-EDJ-0280-04-2","Pretty and Pink Smooth Anal Tool","","2009-11-02"
"CNVEF-EDJ-0292-06-3","Dj Glass Smooth Waves Ruby","","2009-10-21"
"CNVEF-EDJ-0336-01-2","7 Function Red Swirl Vibe - Small","","2009-10-21"
"CNVEF-EDJ-0340-05-3","Velvet Vibe 10 - Peach Sherbet","","2009-10-21"
"CNVEF-EDJ-0340-06-3","Velvet Vibe 10 - Caribbean Blue","","2009-09-22"
"CNVEF-EDJ-0340-07-3","Velvet Vibe 10 - Sea Foam","","2009-10-21"
"CNVEF-EDJ-0341-07-3","10-function Ribbed Vibe 7 Coral","","2009-10-23"
"CNVEF-EDJ-0341-09-3","G Spot 7 Blue - 10 Function Wp","","2009-10-16"
"CNVEF-EDJ-0350-00-3","Flex-a-pleaser 14 Ms With","","2009-09-30"
"CNVEF-EDJ-0361-00-2","Ultimate Satisfier 9 Ms","","2000-01-01"
"CNVEF-EDJ-0378-01-2","Silent Rocket","","2000-01-01"
"CNVEF-EDJ-0380-00-2","Gourmet Edition Power Pleaser","","2000-01-01"
"CNVEF-EDJ-0383-00-2","Gourmet Edition Vibrosmooth Ms","","2009-10-21"
"CNVEF-EDJ-0385-00-2","Gourmet Edition Lovin Vibe Ms","","2009-10-07"
"CNVEF-EDJ-0387-00-2","Gourmet Edition Ladyfinger","","2009-10-14"
"CNVEF-EDJ-0399-07-2","Dj Battery - Aaa 4 Pack","","2009-10-21"
"CNVEF-EDJ-0501-00-2","Prickler Stimulator Sleeve","","2009-09-09"
"CNVEF-EDJ-0630-00-3","Blue Veiner Pleasure Pump","","2009-09-18"
"CNVEF-EDJ-0653-00-3","Stallion Pump","","2009-11-04"
"CNVEF-EDJ-0702-02-2","7.5 Strappy Cock Extension","","2009-10-21"
"CNVEF-EDJ-0790-01-3","Pink Leather Dildo Harness","","2000-01-01"
"CNVEF-EDJ-0792-00-2","Leather Holder With Strap","","2009-10-26"
"CNVEF-EDJ-0841-01-3","Super Stretch Stimulator Rings","","2000-01-01"
"CNVEF-EDJ-0841-02-3","Super Stretch Stimulator Rings","","2000-01-01"
"CNVEF-EDJ-0851-00-3","Vibrating Helping Hand Ur3","","2009-10-21"
"CNVEF-EDJ-0860-01-3","Tower Of Power - 6 Cock Rings","","2009-10-21"
"CNVEF-EDJ-0901-02-2","Red Boy Small Slim Butt Plug","","2009-10-26"
"CNVEF-EDJ-0911-01-1","Erozone Glide Wonder 50ml","","2000-01-01"
"CNVEF-EDJ-0911-02-1","Erozone Glide Wonder 100ml","","2009-10-21"
"CNVEF-EDJ-0912-02-2","Vinyl Vengeance - Ringed Blue","","2009-10-08"
"CNVEF-EDJ-0912-05-2","Vinyl Vengeance - Ringed","","2009-09-11"
"CNVEF-EDJ-0917-02-3","Naughty Secrets - Private Desire Straw","","2000-01-01"
"CNVEF-EDJ-0925-01-3","Lucid Dream #39 - Pink","","2009-10-21"
"CNVEF-EDJ-0952-01-2","Single Pleasure Beads - Red","","2009-10-21"
"CNVEF-EDJ-0955-06-3","Candy Curves - Exciter Pink","","2009-09-10"
"CNVEF-EDJ-0957-01-3","Licorice Stix Big Reach - Black","","2009-10-31"
"CNVEF-EDJ-0958-02-2","Double Trouble Double Dong - Medium","","2009-10-30"
"CNVEF-EDJ-0958-05-2","Double Trouble 14 - Bubbles","","2009-09-25"
"CNVEF-EDJ-0985-01-2","Radiant Gems Sm Vib Penis - Purple","","2009-10-21"
"CNVEF-EDJ-1122-01-2","Vibrating Contour T - Pink W/p","","2000-01-01"
"CNVEF-EDJ-1123-01-2","Vibrating Love Ring - Red W/p","","2000-01-01"
"CNVEF-EDJ-1146-02-3","Japanese G Spot  - Purple","","2009-10-27"
"CNVEF-EDJ-1159-01-3","Stryker Realistic Cock Squirmy","","2009-10-22"
"CNVEF-EDJ-1300-02-1","Motion Lotion Strawberry Bulk","","2009-10-21"
"CNVEF-EDJ-1308-02-3","Spanish Fly Sex Drops Straw","","2009-10-21"
"CNVEF-EDJ-1327-00-3","Spanish Fly Sex Lotion 4 Oz","","2009-10-21"
"CNVEF-EDJ-1328-00-1","Jac-off Lube Bulk 4 Oz","","2009-10-22"
"CNVEF-EDJ-1374-08-1","Ultra Lube 8 Oz","","2009-10-21"
"CNVEF-EDJ-1376-04-1","Personal Lube Cherry  3.4oz","","2000-01-01"
"CNVEF-EDJ-1377-04-1","Personal Lube Trop Passion 3.4","","2009-10-21"
"CNVEF-EDJ-1377-08-1","Personal Lube Trop Passion 8.5","","2009-10-21"
"CNVEF-EDJ-1402-00-3","Vibro Supercock Ms Flesh","","0000-00-00"
"CNVEF-EDJ-1477-00-3","Gourmet Anal Ebony Jr. Jelly","","2000-01-01"
"CNVEF-EDJ-1575-00-3","G-spot Vibrator Kit Vibe","","2009-10-07"
"CNVEF-EDJ-1594-02-3","Velvet and Silk Lavender Kit","","2009-09-25"
"CNVEF-EDJ-1602-01-3","Ivory Dual Dancing Bullets Ms","","2009-10-21"
"CNVEF-EDJ-1630-01-3","Mega Blaster Ms Silver Bullet","","2009-09-10"
"CNVEF-EDJ-1630-02-3","Mega Blaster Ii Silver Bullet","","2000-01-01"
"CNVEF-EDJ-1650-01-3","Tri-power Ms Hot Pink Bullet","","2000-01-01"
"CNVEF-EDJ-1650-02-3","Tri-power Ms Purple Bullet","","2009-08-03"
"CNVEF-EDJ-1654-01-3","Tri-power Clit Banger Ms","","2009-10-21"
"CNVEF-EDJ-1671-02-3","Candies Mini G - Turquoise","","2009-09-25"
"CNVEF-EDJ-2127-05-2","Silicone Love Ring Red Medium","","2009-11-04"
"CNVEF-EDJ-2129-03-2","Silicone Cock Tie and C/b Tie - Pink","","2009-10-21"
"CNVEF-EDJ-2218-00-3","Can-can Fishnet Hose Black One","","2009-10-20"
"CNVEF-EDJ-2342-00-3","Lil Devil One Size","","2009-09-25"
"CNVEF-EDJ-3904-02-1","Titanmen Blue Tube 200ml Lube","","2009-10-21"
"CNVEF-EDJ-4102-04-1","Joy Jelly Passion Fruit 2 Oz","","2009-09-04"
"CNVEF-EDJ-4151-04-3","Body Butter Passion Fruit 2oz","","2009-10-22"
"CNVEF-EDJ-4151-07-3","Body Butter Cherry Vanilla 2oz","","2009-09-09"
"CNVEF-EDJ-4176-02-3","Tingle Gele 4oz - Cherry","","2009-10-21"
"CNVEF-EDJ-5525-01-3","Kobe Tai Vibrating Vagina","","2009-10-21"
"CNVEF-EDJ-5532-08-3","Lexus Oral Blast Mint Gel","","2009-10-16"
"CNVEF-EDJ-5543-45-3","Jennas G Pleasure - Clear","","2009-10-21"
"CNVEF-EDJ-5560-02-3","Twin Peaks Lacey Pink Double Bullet","","2009-10-21"
"CNVEF-EDJ-5590-01-3","Vivid Gyrosphere - White/blue","","2009-10-22"
"CNVEF-EDJ-5590-02-3","Vivid Gyrosphere - Pink/white","","0000-00-00"
"CNVEF-EDJ-5638-02-3","Bullettes Stefani Morgan - Purple","","2009-10-21"
"CNVEF-EDJ-6003-03-3","I Vibe Pocket Rocket - Lime","","2009-10-28"
"CNVEF-EDJ-6003-05-3","I Vibe Pocket Rocket - Tangerine","","2009-10-21"
"CNVEF-EDJ-7002-03-2","Big Warhead Sleeve - Clear","","2009-10-21"
"CNVEF-EDJ-7016-02-2","Jelly Jewel Anal Plug Med - Sapphire","","2009-10-21"
"CNVEF-EDJ-7106-03-3","Misty Vibe 6 - Pink","","2000-01-01"
"CNVEF-EDJ-7107-03-3","Misty Vibe 7 - Pink","","2009-09-10"
"CNVEF-EDJ-7504-01-2","Sliders Short - Pink","","2009-10-21"
"CNVEF-EDJ-7506-02-2","Wonder Bullet Purple","","2009-10-21"
"CNVEF-EDJ-8302-01-3","Penis/scrotum Pump - Dr Joel","","2009-10-14"
"CNVEF-EEPIC-S","Indulgence Creme .25 Foil Pk - 50/bag","","2009-09-17"
"CNVEF-EESS675-02","Derriere De Plume Peacock","","2009-10-22"
"CNVEF-EESS686-03","Sweet Surrender Kit","","2009-10-16"
"CNVEF-EESS950-23","Leather Paddle W/ Black Fur","","2009-10-20"
"CNVEF-EESS950-25","22 Black Rubber Whip","","2009-10-16"
"CNVEF-EESS950-28","14 Black Rubber Whip","","2000-01-01"
"CNVEF-EESS950-58","Manline 12 Bitch Impression Paddle","","2009-10-20"
"CNVEF-EESS950-70","Manline Knee Deep - Thigh Harness","","0000-00-00"
"CNVEF-EETVB6125","Buzz 1 Pink Pearl -  (disc)","","2009-02-06"
"CNVEF-EETVB6200","Buzz 2 Black - (disc)","","2009-02-09"
"CNVEF-EETVB6323","*speical Order* Echo - Pearl White","","0000-00-00"
"CNVEF-EHTPKB006","Peekaboo Pole Dancing Kit","","2000-01-01"
"CNVEF-EKS0004","Bathing Gel - Wild Clove","","2009-11-04"
"CNVEF-EKS0080","Bathing Gel - Tangy Citrus","","2000-01-01"
"CNVEF-EN103-1","China Vagina Vibrating","","2009-11-04"
"CNVEF-EN103-2","China Vagina Non-vibrating","","2009-10-16"
"CNVEF-EN1050-3","Joy Jet White","","2009-10-14"
"CNVEF-EN1164-1","Gold Mini Powerhouse Vibe","","2009-10-16"
"CNVEF-EN1169-3","Red Perfect Climax","","2009-10-14"
"CNVEF-EN1517-1","Rabbit Pink","","2009-10-14"
"CNVEF-EN1523-2","Jelly Twist Purple","","2009-10-14"
"CNVEF-EN1533-1","Hot Transparent Vibe Blue","","2009-10-14"
"CNVEF-EN1533-2","Hot Transparent Vibe Pink","","2009-10-15"
