link	title	description	expiration_date	price	image_link	label	id	manufacturer	payment_accepted	condition
https://passionmansion.com/p/297/BMS997515/Tingling+Tongue+Purple.html	Tingling Tongue Purple	This splashy waterproof vibe slides discreetly on one finger	2010-01-18	13.32	http://passionmansion.com/img/products/BMS/BMS997515.JPG	Finger Vibrators	BMS997515	BMS Enterprises	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/298/BMS997516/Tingling+Tongue+Pink.html	Tingling Tongue Pink	This splashy waterproof vibe slides discreetly on one finger	2010-01-18	13.32	http://passionmansion.com/img/products/BMS/BMS997516.JPG	Finger Vibrators	BMS997516	BMS Enterprises	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/299/BP001/Basic+Brass+Pump.html	Basic Brass Pump	Brass air chamber and piston rod	2010-01-18	82.93	http://passionmansion.com/img/products/MISC/BP001.JPG	Pump Accessories	BP001	Boston Trading Company	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/300/BP002B/BpLucite+Cylinder+1.75in.html	Bp-Lucite Cylinder 1.75in	Bp-Lucite Cylinder 1.75in	2010-01-18	101.99	http://passionmansion.com/img/products/MC/BP002B.JPG	Pump Accessories	BP002B	Boston Trading Company	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/301/BP002C/BpLucite+Cylinder+2in.html	Bp-Lucite Cylinder 2in	Bp-Lucite Cylinder 2in	2010-01-18	101.99	http://passionmansion.com/img/products/MC/BP002C.JPG	Pump Accessories	BP002C	Boston Trading Company	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/302/BP002D/BpLucite+Cylinder2.25in.html	Bp-Lucite Cylinder-2.25in	Bp-Lucite Cylinder-2.25in	2010-01-18	101.99	http://passionmansion.com/img/products/MC/BP002D.JPG	Pump Accessories	BP002D	Boston Trading Company	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/303/BP002E/BpLucite+Cylinder+2.5in.html	Bp-Lucite Cylinder 2.5in	Bp-Lucite Cylinder 2.5in	2010-01-18	101.99	http://passionmansion.com/img/products/MC/BP002E.JPG	Pump Accessories	BP002E	Boston Trading Company	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/304/BP002G/BpLucite+Cylinder+3in%28Wd%29.html	Bp-Lucite Cylinder 3in(Wd)	Bp-Lucite Cylinder 3in(Wd)	2010-01-18	81.61	http://passionmansion.com/img/products/MC/BP002G.JPG	Pump Accessories	BP002G	Boston Trading Company	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/305/BP003/BpNipple+Cylinders.html	Bp-Nipple Cylinders	Bp-Nipple Cylinders	2010-01-18	115.21	http://passionmansion.com/img/products/MC/BP003.JPG	Non-Vibrating	BP003	Boston Trading Company	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/306/BP007/Super+Mighty+Pump.html	Super Mighty Pump	Operates all of the other accessories	2010-01-18	82.93	http://passionmansion.com/img/products/MISC/BP007.JPG	Pump Accessories	BP007	Boston Trading Company	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/307/BP008/Brass+Pump+W%2F+1.75+inch+Cylinder.html	Brass Pump W/ 1.75 inch Cylinder	Standard Designed Cylinder and the durable Brass Pump	2010-01-18	173.75	http://passionmansion.com/img/products/MISC/BP013.JPG	Industrial Pumps	BP008	Boston Trading Company	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/308/BP009/Brass+Pump+W%2F+2.25+inch+Cylinder.html	Brass Pump W/ 2.25 inch Cylinder	Standard Designed Cylinder and the durable Brass Pump	2010-01-18	173.75	http://passionmansion.com/img/products/MISC/BP013.JPG	Pump Accessories	BP009	Boston Trading Company	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/309/BP010/Brass+Pump+W%2F+2+inch+Cylinder.html	Brass Pump W/ 2 inch Cylinder	Standard Designed Cylinder and the durable Brass Pump	2010-01-18	173.75	http://passionmansion.com/img/products/MISC/BP013.JPG	Pump Accessories	BP010	Boston Trading Company	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/310/BP012/Brass+Pump+W%2F+3+inch+Cylinder.html	Brass Pump W/ 3 inch Cylinder	Standard Designed Cylinder and the durable Brass Pump	2010-01-18	173.75	http://passionmansion.com/img/products/MISC/BP013.JPG	Industrial Pumps	BP012	Boston Trading Company	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/311/BP013/Brass+Pump+W%2F+2.5+inch+Cylinder.html	Brass Pump W/ 2.5 inch Cylinder	Standard Designed Cylinder and the durable Brass Pump	2010-01-18	173.75	http://passionmansion.com/img/products/MISC/BP013.JPG	Industrial Pumps	BP013	Boston Trading Company	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/312/BRA96001/Dr.+Berman+Spicing+It+Up+At+Home+Dvd.html	Dr. Berman Spicing It Up At Home -Dvd	Dr. Berman Spicing It Up At Home -Dvd	2010-01-18	26.33	http://passionmansion.com/img/products/MC/BRA96001.JPG	Instructional	BRA96001		Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/313/BRA96002/Dr.+Berman+Guide+To+A+Loving+Relationship+Dvd.html	Dr. Berman Guide To A Loving Relationship -Dvd	Dr. Berman Guide To A Loving Relationship -Dvd	2010-01-18	26.33	http://passionmansion.com/img/products/MC/BRA96002.JPG	Instructional	BRA96002		Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/314/BSBGEEBL/BGee+Vibe+Aqua.html	BGee Vibe Aqua	The perfect toy for someone who enjoys the finer things in life	2010-01-18	32.88	http://passionmansion.com/img/products/MISC/BS/BGEEBL.JPG	G Spot Firm Vibrators	BSBGEEBL	B Swish	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/315/BSBGEEPK/Bgee+Massager+Pink.html	Bgee Massager Pink	Bgee Massager Pink	2010-01-18	32.88	http://passionmansion.com/img/products/MC/BSBGEEPK.JPG	G Spot Firm Vibrators	BSBGEEPK	B Swish	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/316/BSBGEEPU/Bgee+Vibe+Burgundy.html	Bgee Vibe Burgundy	Bgee Vibe Burgundy	2010-01-18	32.88	http://passionmansion.com/img/products/MC/BSBGEEPU.JPG	G Spot Firm Vibrators	BSBGEEPU	B Swish	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/317/BSBGOODBL/BGood+Vibe+Blue.html	BGood Vibe Blue	The perfect toy for someone who enjoys the finer things in life	2010-01-18	32.88	http://passionmansion.com/img/products/MISC/BS/BGOODBL.JPG	Firm Vibrators	BSBGOODBL	B Swish	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/318/BSBGOODPK/BGood+Vibe+Pink.html	BGood Vibe Pink	The perfect toy for someone who enjoys the finer things in life	2010-01-18	32.88	http://passionmansion.com/img/products/MISC/BS/BGOODPK.JPG	Firm Vibrators	BSBGOODPK	B Swish	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/323/BSBSOFTBL/Bsoft+Massager+Sky+Blue.html	Bsoft Massager Sky Blue	Bsoft Massager Sky Blue	2010-01-18	82.23	http://passionmansion.com/img/products/MC/BSBSOFTBL.JPG	Palm Size Massagers	BSBSOFTBL	B Swish	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/324/BSBSOFTLI/Bsoft+Massager+Lilac.html	Bsoft Massager Lilac	Bsoft Massager Lilac	2010-01-18	82.23	http://passionmansion.com/img/products/MC/BSBSOFTLI.JPG	Palm Size Massagers	BSBSOFTLI	B Swish	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/325/BSBSOFTPK/Bsoft+Massager+Pink.html	Bsoft Massager Pink	Bsoft Massager Pink	2010-01-18	82.23	http://passionmansion.com/img/products/MC/BSBSOFTPK.JPG	Palm Size Massagers	BSBSOFTPK	B Swish	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/326/BSBWARMAMB/BWarm+Soy+Massage+Candle+Amber.html	BWarm Soy Massage Candle Amber	Once liquefied, the candle transforms into a  high-slip massage balm	2010-01-18	23.01	http://passionmansion.com/img/products/MISC/BS/BWARMAMB.JPG	Candles	BSBWARMAMB	B Swish	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/327/BSBWARMFIG/BWarm+Soy+Massage+Candle+Fig.html	BWarm Soy Massage Candle Fig	Once liquefied, the candle transforms into a  high-slip massage balm	2010-01-18	23.01	http://passionmansion.com/img/products/MISC/BS/BWARMFIG.JPG	Candles	BSBWARMFIG	B Swish	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/328/BSBWARMROSE/BWarm+Soy+Massage+Candle+Rose.html	BWarm Soy Massage Candle Rose	Once liquefied, the candle transforms into a  high-slip massage balm	2010-01-18	23.01	http://passionmansion.com/img/products/MISC/BS/BWARMROSE.JPG	Candles	BSBWARMROSE	B Swish	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/331/BT10051/I+Rub+My+Duckie+Paris+Black.html	I Rub My Duckie Paris Black	Elegant Paris discreet, waterproof rubber duckie	2010-01-18	32.10	http://passionmansion.com/img/products/BT/10051.JPG	Novelty Vibrators	BT10051	Big Teaze Toys	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/332/BT10107/I+Rub+My+Duckie+Travel+Size+Vibrator++Yellow.html	I Rub My Duckie Travel Size Vibrator - Yellow	Half the size of the original perfect for travel!	2010-01-18	16.69	http://passionmansion.com/img/products/MISC/NO0584.JPG	Novelty Vibrators	BT10107	Big Teaze Toys	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/333/BT10108/I+Rub+My+Duckie+Waterproof+Vibrator.html	I Rub My Duckie Waterproof Vibrator	Discreet, cute rubber duckie waterproof massager.	2010-01-18	24.49	http://passionmansion.com/img/products/MISC/NO058.JPG	Novelty Vibrators	BT10108	Big Teaze Toys	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/334/BT10117/I+Rub+My+Duckie+Travel+Size+Vibrator++Pink.html	I Rub My Duckie Travel Size Vibrator - Pink	Half the size of the original perfect for travel!	2010-01-18	16.69	http://passionmansion.com/img/products/MISC/NO0585.JPG	Novelty Vibrators	BT10117	Big Teaze Toys	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/335/BT10137/I+Rub+My+Duckie+Travel+Size+Vibrator++Purple.html	I Rub My Duckie Travel Size Vibrator - Purple	Half the size of the original perfect for travel!	2010-01-18	16.69	http://passionmansion.com/img/products/MISC/NO0586.JPG	Novelty Vibrators	BT10137	Big Teaze Toys	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/338/BT10142/I+Rub+My+Duckie+Travel+Size+Paris+Blanc.html	I Rub My Duckie Travel Size Paris Blanc	I Rub My Duckie Travel Size Paris Blanc	2010-01-18	19.93	http://passionmansion.com/img/products/MC/BT10142.JPG	Novelty Vibrators	BT10142	Big Teaze Toys	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/339/BT10143/I+Rub+My+Duckie+Travel+Paris+Rose.html	I Rub My Duckie Travel Paris Rose	I Rub My Duckie Travel Paris Rose	2010-01-18	19.93	http://passionmansion.com/img/products/MC/BT10143.JPG	Novelty Vibrators	BT10143	Big Teaze Toys	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/340/BT10148/I+Rub+My+Duckie+Travel+Size+Pirate.html	I Rub My Duckie Travel Size Pirate	I Rub My Duckie Travel Size Pirate	2010-01-18	31.08	http://passionmansion.com/img/products/MC/BT10148.JPG	Novelty Vibrators	BT10148	Big Teaze Toys	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/341/BT10200/Tickle+Popzzz.html	Tickle Popzzz	Tickle-Popzzz are the guilt-free, pleasure treats for adults!	2010-01-18	13.83	http://passionmansion.com/img/products/BT/10200.JPG	Novelty Vibrators	BT10200	Big Teaze Toys	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/344/BT10217/Flower++Power+Purple+Petal.html	Flower  Power Purple Petal	Flexable Petal Ring can be removed and doubles as cock ring	2010-01-18	16.48	http://passionmansion.com/img/products/BT/10217.JPG	Novelty Vibrators	BT10217	Big Teaze Toys	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/345/BT10220/Flower+Power+Waterproof+Keychain.html	Flower Power Waterproof Keychain	Discreet enough for car, office, or club, even dorm room	2010-01-18	15.80	http://passionmansion.com/img/products/BT/10220.JPG	Novelty Vibrators	BT10220	Big Teaze Toys	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/346/BT10240/I+Rub+My+Wormie+Green+Travel+Size.html	I Rub My Wormie Green Travel Size	Cutest travel size waterproof massager	2010-01-18	24.38	http://passionmansion.com/img/products/BT/10240.JPG	Novelty Vibrators	BT10240	Big Teaze Toys	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/347/BT10241/I+Rub+My+Wormie+Pink+Travel+Size.html	I Rub My Wormie Pink Travel Size	Cutest travel size waterproof massager	2010-01-18	24.38	http://passionmansion.com/img/products/BT/10241.JPG	Novelty Vibrators	BT10241	Big Teaze Toys	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/348/BUR90011/Fuck+Me+In+The+Bathroom+Dvd.html	Fuck Me In The Bathroom -Dvd	Fuck Me In The Bathroom -Dvd	2010-01-18	34.22	http://passionmansion.com/img/products/MC/BUR90011.JPG	E-H	BUR90011		Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/349/BW1500/Mr+Prolong+1%2F2+oz.html	Mr Prolong 1/2 oz	Mr. Prolong is odorless, tasteless and greaseless.	2010-01-18	6.22	http://passionmansion.com/img/products/BW/1500.JPG	Creams	BW1500		Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/350/BW1501/Mr+Prolong+1.5+oz..html	Mr Prolong 1.5 oz.	Mr. Prolong is odorless, tasteless and greaseless.	2010-01-18	7.31	http://passionmansion.com/img/products/BW/1500.JPG	Creams	BW1501		Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/351/BW2430/Complete+Manual+of+Sexual+Positions.html	Complete Manual of Sexual Positions	Guide to over 179 unique sexual positions, from foreplay to g-spot org	2010-01-18	29.87	http://passionmansion.com/img/products/MISC/BW2430.JPG	Sex Instruction	BW2430		Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/352/C20012/Crown+15+Pack.html	Crown 15 Pack	Crown 15 Pack	2010-01-18	5.13	http://passionmansion.com/img/products/MC/C20012.JPG	Crown	C20012	Okamoto	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/354/CAB96002/Ah+Caramba%21+Dvd.html	Ah Caramba! -Dvd	Ah Caramba! -Dvd	2010-01-18	15.80	http://passionmansion.com/img/products/MC/CAB96002.JPG	Latin	CAB96002		Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/357/CAB96005/AphrodesiaS+Diary+Dvd.html	AphrodesiaS Diary -Dvd	AphrodesiaS Diary -Dvd	2010-01-18	15.80	http://passionmansion.com/img/products/MC/CAB96005.JPG	A-B	CAB96005		Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/359/CAB96007/Coed+Fever+Dvd.html	Coed Fever -Dvd	Coed Fever -Dvd	2010-01-18	15.80	http://passionmansion.com/img/products/MC/CAB96007.JPG	College	CAB96007		Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/363/CAB96011/My+Sister+Seka+Dvd.html	My Sister Seka -Dvd	My Sister Seka -Dvd	2010-01-18	15.80	http://passionmansion.com/img/products/MC/CAB96011.JPG	I-N	CAB96011		Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/366/CAB96014/Blue+Ribbon+Blue+Dvd.html	Blue Ribbon Blue -Dvd	Blue Ribbon Blue -Dvd	2010-01-18	15.80	http://passionmansion.com/img/products/MC/CAB96014.JPG	A-B	CAB96014		Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/370/CAB96018/Flesh+and+Laces+%2301+Dvd.html	Flesh and Laces #01 -Dvd	Flesh and Laces #01 -Dvd	2010-01-18	15.80	http://passionmansion.com/img/products/MC/CAB96018.JPG	E-H	CAB96018		Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/371/CAB96019/Flesh+and+Laces+%2302+Dvd.html	Flesh and Laces #02 -Dvd	Flesh and Laces #02 -Dvd	2010-01-18	15.80	http://passionmansion.com/img/products/MC/CAB96019.JPG	E-H	CAB96019		Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/372/CAP229/XRated+Candy++24+pc+display.html	X-Rated Candy - 24 pc display	Tart candy with fun x-rated messages suitable for any occasion.	2010-01-18	71.08	http://passionmansion.com/img/products/CAP/229.JPG	Hard Candy	CAP229	Candyprints, LLC	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/373/CAP2296/X+Rated+Candy+6+Pack.html	X Rated Candy 6 Pack	X Rated Candy 6 Pack	2010-01-18	17.76	http://passionmansion.com/img/products/	Point of Purchase Displays	CAP2296		Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/375/CAP286/Risque+Hearts+24pc+Display.html	Risque Hearts 24pc Display	Display of Risque Valentine Hearts	2010-01-18	114.52	http://passionmansion.com/img/products/CAP/CAP286.JPG	Holiday	CAP286	Candyprints, LLC	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/378/CAP363/Beat+It+Penis+Pinata.html	Beat It Penis Pinata	Beat It Penis Pinata	2010-01-18	14.80	http://passionmansion.com/img/products/MC/CAP363.JPG	Birthday	CAP363	Candyprints	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/379/CAP411/Amazing+After+Sex+Mints.html	Amazing After Sex Mints	100 pieces of individually wrapped candy per display carton.	2010-01-18	32.96	http://passionmansion.com/img/products/CAP/411.JPG	Mints	CAP411	Candyprints, LLC	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/380/CAP417/Naughty+Mints.html	Naughty Mints	Individually wrapped candy with naughty messages on them.	2010-01-18	32.96	http://passionmansion.com/img/products/CAP/417.JPG	Mints	CAP417	Candyprints, LLC	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/381/CAP423/Risque+Bachelorette+Mints.html	Risque Bachelorette Mints	Individually wrapped candy with Best Wishes messages on them.	2010-01-18	32.96	http://passionmansion.com/img/products/CAP/423.JPG	Mints	CAP423	Candyprints, LLC	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/382/CAP429/Fuck+YouYou+Fuckin%27+Fuck+Mints.html	Fuck You, You Fuckin' Fuck Mints	Individually wrapped candy with Fuck You, You Fuckin' Fuck on them.	2010-01-18	32.96	http://passionmansion.com/img/products/CAP/429.JPG	Mints	CAP429	Candyprints, LLC	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/383/CAP441/XRated+Amusemints+Display.html	X-Rated Amusemints Display	100 pc. X-Rated Mint Display	2010-01-18	32.96	http://passionmansion.com/img/products/CAP/CAP441.JPG	Mints	CAP441	Candyprints, LLC	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/384/CAP515/Happy+Fucking+Birthday+Plates.html	Happy Fucking Birthday Plates	Eight 7 inch diameter plates emblazoned with Happy Fucking Birthday!	2010-01-18	4.95	http://passionmansion.com/img/products/CAP/515.JPG	Birthday	CAP515	Candyprints, LLC	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/385/CAP521/Happy+Fucking+Birthday+Napkins.html	Happy Fucking Birthday Napkins	Eight 2 ply napkins emblazoned with, Happy Fucking Birthday!	2010-01-18	3.96	http://passionmansion.com/img/products/CAP/521.JPG	Birthday	CAP521	Candyprints, LLC	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/386/CAP527/Happy+Fucking+Birthday+Hats.html	Happy Fucking Birthday Hats	Eight 4 x 6.5 inch party hats emblazoned with, Happy Fucking Birthday!	2010-01-18	3.96	http://passionmansion.com/img/products/CAP/527.JPG	Birthday	CAP527	Candyprints, LLC	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/387/CAP533/Happy+Fucking+Birthday+Balloons.html	Happy Fucking Birthday Balloons	Eight balloons emblazoned with, Happy Fucking Birthday! on each side.	2010-01-18	3.96	http://passionmansion.com/img/products/CAP/533.JPG	Birthday	CAP533	Candyprints, LLC	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/388/CAP540/Happy+Fucking+Birthday+Party+Pack.html	Happy Fucking Birthday Party Pack	Box of candy, 8 each of plates, hats, napkins and ballons.	2010-01-18	13.83	http://passionmansion.com/img/products/CAP/540.JPG	Birthday	CAP540	Candyprints, LLC	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/389/CAP555/Xrated+Birthday+Pinata.html	X-rated Birthday Pinata	X-rated Birthday Pinata	2010-01-18	14.80	http://passionmansion.com/img/products/MC/CAP555.JPG	Birthday	CAP555	Candyprints	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/390/CAP603/Let%27s+Fuck+Lollipop+Display.html	Let's Fuck Lollipop Display	24 pc Lollipop Display	2010-01-18	82.43	http://passionmansion.com/img/products/CAP/CAP603.JPG	Lollipops	CAP603	Candyprints, LLC	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/391/CAP607/Let%27s+Fuck+Bouquet+Display.html	Let's Fuck Bouquet Display	Each bouquet contains 7 lollipops/12 bouquets of lollipops	2010-01-18	59.24	http://passionmansion.com/img/products/CAP/CAP607.JPG	Lollipops	CAP607	Candyprints, LLC	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/396/CAP640/Bachelorette+Party+Penis+Headband.html	Bachelorette Party Penis Headband	Headband with penis antennae. Perfect for any Bachelorette Party.	2010-01-18	2.94	http://passionmansion.com/img/products/CAP/640.JPG	Party Wear	CAP640	Candyprints, LLC	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/398/CAP661/Boob+Sucker+Display.html	Boob Sucker Display	Amazing fun and tasty Boob Sucker lollipops	2010-01-18	47.39	http://passionmansion.com/img/products/CAP/CAP661.JPG	Lollipops	CAP661	Candyprints, LLC	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/399/CAP664/Boob+Bouquet+Display.html	Boob Bouquet Display	Boob Bouquet Display	2010-01-18	59.24	http://passionmansion.com/img/products/MC/CAP664.JPG	Lollipops	CAP664		Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/400/CAP666/Penis+Sucker+Display.html	Penis Sucker Display	Amazing fun and tasty Penis Sucker lollipops	2010-01-18	59.24	http://passionmansion.com/img/products/CAP/CAP666.JPG	Lollipops	CAP666	Candyprints, LLC	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/401/CAP669/Penis+Bouquet+Display.html	Penis Bouquet Display	Amazing fun and tasty Penis Bouquet lollipops	2010-01-18	59.24	http://passionmansion.com/img/products/CAP/CAP669.JPG	Lollipops	CAP669	Candyprints, LLC	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/402/CAP677/Penis+Solitaire+Display.html	Penis Solitaire Display	Amazing fun and tasty Penis Ring lollipops	2010-01-18	78.98	http://passionmansion.com/img/products/CAP/CAP677.JPG	Lollipops	CAP677	Candyprints, LLC	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/403/CAP688/Super+Fun+Penis+Candy.html	Super Fun Penis Candy	These charming fellas come in a 3 oz. package	2010-01-18	3.96	http://passionmansion.com/img/products/CAP/688.JPG	Hard Candy	CAP688	Candyprints, LLC	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/404/CAP703/Merry+Fucking+Christmas+Candy.html	Merry Fucking Christmas Candy	Merry Fucking Christmas Candy	2010-01-18	7.90	http://passionmansion.com/img/products/MC/CAP703.JPG	Seasonal Sweets	CAP703	Candyprints	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/405/CAP769/Hfny+Party+Pack%28Wd%29.html	Hfny Party Pack(Wd)	Hfny Party Pack(Wd)	2010-01-18	5.27	http://passionmansion.com/img/products/MC/CAP769.JPG	Gift Supplies	CAP769		Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/406/CAP819/Boob+Stick+it+Pads.html	Boob Stick it Pads	A new twist on Post It Notes	2010-01-18	1.97	http://passionmansion.com/img/products/CAP/CAP819.JPG	Work	CAP819	Candyprints, LLC	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/407/CAP828/Penis+Stick+it+Pads.html	Penis Stick it Pads	A new twist on Post it Notes	2010-01-18	1.97	http://passionmansion.com/img/products/CAP/CAP828.JPG	Work	CAP828	Candyprints, LLC	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/408/CAP837/Finger+Stick+it.html	Finger Stick it	A new twist on Post it Notes	2010-01-18	1.97	http://passionmansion.com/img/products/CAP/CAP837.JPG	Work	CAP837	Candyprints, LLC	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/409/CATDJ/Doc+Johnson+Catalog.html	Doc Johnson Catalog	The DJ catalog features over 182 pages and 1000's of products.	2010-01-18	3.90	http://passionmansion.com/img/products/MISC/CATDJ.JPG	Catalogs	CATDJ	Doc Johnson	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/410/CATPD/PipeDream+Catalog.html	PipeDream Catalog	Features PipeDream sextoys, novelties and gag items.	2010-01-18	3.90	http://passionmansion.com/img/products/MISC/CATPD.JPG	Catalogs	CATPD	Pipedream Products	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/411/CATSE/CalExotics+Catalog.html	CalExotics Catalog	Features 506 pages of products and high quality color pictures.	2010-01-18	5.85	http://passionmansion.com/img/products/MISC/CATSE.JPG	Catalogs	CATSE	California Exotic Novelties	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/414/CC003/Cathy%27s+Whip.html	Cathy's Whip	16 inch whip with soft handle	2010-01-18	7.61	http://passionmansion.com/img/products/CNVMC/CC003_1.JPG	Whips	CC003	Fantasy World Products	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/415/CC004/Cathy%27s+Blindfold+Black.html	Cathy's Blindfold Black	The anticipation heightens your senses and builds arousal	2010-01-18	7.12	http://passionmansion.com/img/products/CC/CC004.JPG	Blindfolds	CC004	Fantasy World Products	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/416/CC0041/Cathy%27s+Blindfold+Leopard.html	Cathy's Blindfold Leopard	The anticipation heightens your senses and builds arousal	2010-01-18	7.12	http://passionmansion.com/img/products/CC/CC0041.JPG	Blindfolds	CC0041	Fantasy World Products	Visa, MasterCard, AmericanExpress, Discover	New
https://passionmansion.com/p/417/CC005/Cathy%27s+Spanker.html	Cathy's Spanker	12 inch long x 3 inch wide paddle with soft handle	2010-01-18	14.80	http://passionmansion.com/img/products/CNVMC/CC005_1.JPG	Paddles	CC005	Fantasy World Products	Visa, MasterCard, AmericanExpress, Discover	New
